Имя объекта;Тип объекта;Синоним;Файл
РегистрСведений.НеразделенныеПользователи;РегистрСведений;Нерозділені користувачі;РегистрСведений_НеразделенныеПользователи.md
РегистрСведений.НеснижаемыеОстаткиДенежныхСредств;РегистрСведений;Незнижувані залишки;РегистрСведений_НеснижаемыеОстаткиДенежныхСредств.md
РегистрСведений.НеудаленныеОбъекты;РегистрСведений;Невилучені об`єкти;РегистрСведений_НеудаленныеОбъекты.md
РегистрСведений.НоменклатураКонтрагентов;РегистрСведений;Номенклатура контрагентів;РегистрСведений_НоменклатураКонтрагентов.md
РегистрСведений.НомераОтсканированныхФайлов;РегистрСведений;Номера відсканованих файлів;РегистрСведений_НомераОтсканированныхФайлов.md
РегистрСведений.НормыВремениРабот;РегистрСведений;Норми часу робіт;РегистрСведений_НормыВремениРабот.md
РегистрСведений.НСИСНастройки;РегистрСведений;Налаштування RDI Service;РегистрСведений_НСИСНастройки.md
РегистрСведений.НСИСФайлы;РегистрСведений;Файли RDI;РегистрСведений_НСИСФайлы.md
РегистрСведений.НумерацияЧековККТ;РегистрСведений;Нумерація чеків ККТ;РегистрСведений_НумерацияЧековККТ.md
РегистрСведений.ОбластиДанных;РегистрСведений;Області даних;РегистрСведений_ОбластиДанных.md
РегистрСведений.ОбластиПерсональныхДанных;РегистрСведений;Області персональних даних;РегистрСведений_ОбластиПерсональныхДанных.md
РегистрСведений.ОбластиСтатистики;РегистрСведений;Області статистики;РегистрСведений_ОбластиСтатистики.md
РегистрСведений.ОбменССайтомСтруктураКаталога;РегистрСведений;Обмін з сайтом структура каталогу;РегистрСведений_ОбменССайтомСтруктураКаталога.md
РегистрСведений.ОбновлениеКлючейДоступаКДанным;РегистрСведений;Оновлення ключів доступу до даних;РегистрСведений_ОбновлениеКлючейДоступаКДанным.md
РегистрСведений.ОбновлениеКлючейДоступаПользователей;РегистрСведений;Оновлення ключів доступу користувачів;РегистрСведений_ОбновлениеКлючейДоступаПользователей.md
РегистрСведений.ОбновлениеКлючейДоступаТекущиеЗадания;РегистрСведений;Оновлення ключів доступу поточні завдання;РегистрСведений_ОбновлениеКлючейДоступаТекущиеЗадания.md
РегистрСведений.ОбновленныеЗаписиКалендаряСотрудника;РегистрСведений;Оновлені записи календаря співробітника;РегистрСведений_ОбновленныеЗаписиКалендаряСотрудника.md
РегистрСведений.ОбработчикиОбновления;РегистрСведений;Обробники оновлення;РегистрСведений_ОбработчикиОбновления.md
РегистрСведений.ОбработчикиОбновленияОбщихДанных;РегистрСведений;Обробники оновлення загальних даних;РегистрСведений_ОбработчикиОбновленияОбщихДанных.md
РегистрСведений.ОбработчикиСобытийСинхронизацииДанных;РегистрСведений;Обробники подій синхронізації даних;РегистрСведений_ОбработчикиСобытийСинхронизацииДанных.md
РегистрСведений.Обсуждения;РегистрСведений;Історія;РегистрСведений_Обсуждения.md
РегистрСведений.ОбщиеНастройкиУзловИнформационныхБаз;РегистрСведений;Загальні налаштування вузлів інформаційних баз;РегистрСведений_ОбщиеНастройкиУзловИнформационныхБаз.md
РегистрСведений.ОбщиеПоставляемыеМакетыПечати;РегистрСведений;Загальні макети друку, що поставляються;РегистрСведений_ОбщиеПоставляемыеМакетыПечати.md
РегистрСведений.ОбъектыКОтправке;РегистрСведений;Об`єкти до відправки;РегистрСведений_ОбъектыКОтправке.md
РегистрСведений.ОбязательностьЗаполненияРеквизитов;РегистрСведений;Обов`язковість заповнення реквізитів;РегистрСведений_ОбязательностьЗаполненияРеквизитов.md
РегистрСведений.ОграничениеСкоростиОтсылкиИнцидентов;РегистрСведений;Обмеження швидкості відсилання інцидентів;РегистрСведений_ОграничениеСкоростиОтсылкиИнцидентов.md
РегистрСведений.ОперацииРегламентныхЗаданий;РегистрСведений;Операції регламентних завдань;РегистрСведений_ОперацииРегламентныхЗаданий.md
РегистрСведений.ОперацииРегламентныхЗаданийОбластейДанных;РегистрСведений;Операції регламентних завдань областей даних;РегистрСведений_ОперацииРегламентныхЗаданийОбластейДанных.md
РегистрСведений.ОперацииСтатистики;РегистрСведений;Операції статистики;РегистрСведений_ОперацииСтатистики.md
РегистрСведений.ОплатыПокупателейИнтернетМагазина;РегистрСведений;Оплати покупців інтернет магазину;РегистрСведений_ОплатыПокупателейИнтернетМагазина.md
РегистрСведений.ОплатыПокупателейССайта;РегистрСведений;Оплати покупців з сайту;РегистрСведений_ОплатыПокупателейССайта.md
РегистрСведений.ОповещенияПользователейСертификатов;РегистрСведений;Сповіщення користувачів сертифікатів;РегистрСведений_ОповещенияПользователейСертификатов.md
РегистрСведений.ОсновныеДоговорыКонтрагента;РегистрСведений;Основні договори контрагента;РегистрСведений_ОсновныеДоговорыКонтрагента.md
РегистрСведений.ОсновныеПодписиПисем;РегистрСведений;Основні підписи листів;РегистрСведений_ОсновныеПодписиПисем.md
РегистрСведений.ОстаткиВзаиморасчетов;РегистрСведений;Залишки взаєморозрахунків;РегистрСведений_ОстаткиВзаиморасчетов.md
РегистрСведений.ОстаткиТоваров;РегистрСведений;Залишки товарів;РегистрСведений_ОстаткиТоваров.md
РегистрСведений.ОтказалисьОтРассылки;РегистрСведений;Відмовилися від розсилки;РегистрСведений_ОтказалисьОтРассылки.md
РегистрСведений.ОтклоненияОтГрафиковРаботыРесурсов;РегистрСведений;Відхилення від графіків роботи ресурсів;РегистрСведений_ОтклоненияОтГрафиковРаботыРесурсов.md
РегистрСведений.ОтправленныеСерверныеОповещения;РегистрСведений;Відправлені серверні сповіщення;РегистрСведений_ОтправленныеСерверныеОповещения.md
РегистрСведений.ОтслеживаниеИсточниковПривлечения;РегистрСведений;Відстежування джерел залучення;РегистрСведений_ОтслеживаниеИсточниковПривлечения.md
РегистрСведений.ОтчетПоКурсовымРазницам;РегистрСведений;Звіт за курсовими різницями;РегистрСведений_ОтчетПоКурсовымРазницам.md
РегистрСведений.ОчередиСообщенийОбменаСМобильнымиКлиентами;РегистрСведений;Черги повідомлень обміну з мобільними клієнтами;РегистрСведений_ОчередиСообщенийОбменаСМобильнымиКлиентами.md
РегистрСведений.ОчередьИзвлеченияТекста;РегистрСведений;Черга вилучення тексту;РегистрСведений_ОчередьИзвлеченияТекста.md
РегистрСведений.ОчередьИнсталляцииПоставляемыхДополнительныхОтчетовИОбработокВОбластиДанных;РегистрСведений;Черга інсталяції додаткових звітів і обробок, що поставляються, в області даних;РегистрСведений_ОчередьИнсталляцииПоставляемыхДополнительныхОтчетовИОбработокВОбластиДанных.md
РегистрСведений.ОчередьИнсталляцииПоставляемыхРасширенийВОбластиДанных;РегистрСведений;Черга інсталяції розширень, що поставляються, в області даних;РегистрСведений_ОчередьИнсталляцииПоставляемыхРасширенийВОбластиДанных.md
РегистрСведений.ОчередьОбновляемыхПоставляемыхРасширенийВОбластяхДанных;РегистрСведений;Черга оновлюваних розширень, що поставляються, в областях даних;РегистрСведений_ОчередьОбновляемыхПоставляемыхРасширенийВОбластяхДанных.md
РегистрСведений.ОчередьРассылок;РегистрСведений;Черга розсилок;РегистрСведений_ОчередьРассылок.md
РегистрСведений.ОчередьРасчетаЦен;РегистрСведений;(Ціноутворення) Черга розрахунків цін;РегистрСведений_ОчередьРасчетаЦен.md
РегистрСведений.ОчередьРасширенийДляОповещений;РегистрСведений;Черга розширень для сповіщень;РегистрСведений_ОчередьРасширенийДляОповещений.md
РегистрСведений.ОчередьСообщенийОбменаСОфлайнОборудованием;РегистрСведений;Черга повідомлень обміну з офлайн обладнанням;РегистрСведений_ОчередьСообщенийОбменаСОфлайнОборудованием.md
РегистрСведений.ОчередьЧековККТ;РегистрСведений;Черга чеків ККТ;РегистрСведений_ОчередьЧековККТ.md
РегистрСведений.ОшибкиЗакрытияМесяца;РегистрСведений;Помилки закриття місяця;РегистрСведений_ОшибкиЗакрытияМесяца.md
РегистрСведений.ОшибкиПодключенияЭлектроннойПочтыУНФ;РегистрСведений;Помилки підключення електронної пошти BAS МБ;РегистрСведений_ОшибкиПодключенияЭлектроннойПочтыУНФ.md
РегистрСведений.ПакетыДляОтправки;РегистрСведений;Пакети для відправлення;РегистрСведений_ПакетыДляОтправки.md
РегистрСведений.ПакетыИнформацииПриЗапуске;РегистрСведений;Пакети інформації при запуску;РегистрСведений_ПакетыИнформацииПриЗапуске.md
РегистрСведений.Пактум_ДополнительныеСведенияОКонтрагентах;РегистрСведений;Пактум Додаткові відомості про контрагента;РегистрСведений_Пактум_ДополнительныеСведенияОКонтрагентах.md
РегистрСведений.Пактум_ФоновыеЗадания;РегистрСведений;Пактум фонові завдання;РегистрСведений_Пактум_ФоновыеЗадания.md
РегистрСведений.ПараметрыВнеоборотныхАктивов;РегистрСведений;Параметри майна;РегистрСведений_ПараметрыВнеоборотныхАктивов.md
РегистрСведений.ПараметрыОграниченияДоступа;РегистрСведений;Параметри обмеження доступу;РегистрСведений_ПараметрыОграниченияДоступа.md
РегистрСведений.ПараметрыРаботыВерсийРасширений;РегистрСведений;Параметри роботи версій розширень;РегистрСведений_ПараметрыРаботыВерсийРасширений.md
РегистрСведений.ПараметрыРаботыПрограммы;РегистрСведений;Параметри роботи програми;РегистрСведений_ПараметрыРаботыПрограммы.md
РегистрСведений.ПартииКонтрагентов;РегистрСведений;Значення партій номенклатури за замовчуванням;РегистрСведений_ПартииКонтрагентов.md
РегистрСведений.ПериодическиеСерверныеОповещения;РегистрСведений;Періодичні серверні сповіщення;РегистрСведений_ПериодическиеСерверныеОповещения.md
РегистрСведений.ПериодыНерабочихДнейКалендаря;РегистрСведений;Періоди неробочих днів календаря;РегистрСведений_ПериодыНерабочихДнейКалендаря.md
РегистрСведений.ПланируемоеРабочееВремяСотрудников;РегистрСведений;Запланований робочий час співробітників;РегистрСведений_ПланируемоеРабочееВремяСотрудников.md
РегистрСведений.ПлановыеНачисленияИУдержания;РегистрСведений;Нарахування й утримання;РегистрСведений_ПлановыеНачисленияИУдержания.md
РегистрСведений.ПодарочныеСертификатыКСписаниюСервисЛояльности;РегистрСведений;Подарункові сертифікати до списання;РегистрСведений_ПодарочныеСертификатыКСписаниюСервисЛояльности.md
РегистрСведений.ПодпискиПолучателей;РегистрСведений;Підписки одержувачів;РегистрСведений_ПодпискиПолучателей.md
РегистрСведений.ПолитикиУчетаСерий;РегистрСведений;Політики обліку серій;РегистрСведений_ПолитикиУчетаСерий.md
РегистрСведений.ПользовательскиеМакетыПечати;РегистрСведений;Користувацькі макети друку;РегистрСведений_ПользовательскиеМакетыПечати.md
РегистрСведений.ПользовательскиеНастройкиДоступаКОбработкам;РегистрСведений;Користувацькі налаштування доступу до обробок;РегистрСведений_ПользовательскиеНастройкиДоступаКОбработкам.md
РегистрСведений.ПоставляемыеДанныеТребующиеОбработки;РегистрСведений;Дані, що поставляються, які потребують обробки;РегистрСведений_ПоставляемыеДанныеТребующиеОбработки.md
РегистрСведений.ПоставляемыеДанныеТребующиеОбработкиВОбластях;РегистрСведений;Дані, що поставляються, які потребують обробки в областях;РегистрСведений_ПоставляемыеДанныеТребующиеОбработкиВОбластях.md
РегистрСведений.ПоставляемыеМакетыПечати;РегистрСведений;Макети друку, що поставляються;РегистрСведений_ПоставляемыеМакетыПечати.md
РегистрСведений.ПотокиОбновления;РегистрСведений;Потоки оновлення;РегистрСведений_ПотокиОбновления.md
РегистрСведений.ПраваРолей;РегистрСведений;Права ролей;РегистрСведений_ПраваРолей.md
РегистрСведений.ПравилаДляОбменаДанными;РегистрСведений;Правила для обміну даними;РегистрСведений_ПравилаДляОбменаДанными.md
РегистрСведений.ПредопределенныеВариантыОтчетовВерсийРасширений;РегистрСведений;Напередвизначені варіанти звітів версій розширень;РегистрСведений_ПредопределенныеВариантыОтчетовВерсийРасширений.md
РегистрСведений.ПривязкаПолейОтчетовУНФ;РегистрСведений;Прив`язка полів звітів BAS МБ;РегистрСведений_ПривязкаПолейОтчетовУНФ.md
РегистрСведений.ПрименениеПереводовВПути;РегистрСведений;Перекази в дорозі;РегистрСведений_ПрименениеПереводовВПути.md
РегистрСведений.ПрименениеРазрешенийНаИспользованиеВнешнихРесурсовВМоделиСервиса;РегистрСведений;Застосування дозволів на використання зовнішніх ресурсів у моделі сервісу;РегистрСведений_ПрименениеРазрешенийНаИспользованиеВнешнихРесурсовВМоделиСервиса.md
РегистрСведений.ПрименениеРазрешенийНаИспользованиеВнешнихРесурсовОбластейДанных;РегистрСведений;Застосування дозволів на використання зовнішніх ресурсів областей даних;РегистрСведений_ПрименениеРазрешенийНаИспользованиеВнешнихРесурсовОбластейДанных.md
РегистрСведений.ПрогрессОбновления;РегистрСведений;Прогрес оновлення;РегистрСведений_ПрогрессОбновления.md
РегистрСведений.ПрожиточныйМинимум;РегистрСведений;Прожитковий мінімум;РегистрСведений_ПрожиточныйМинимум.md
РегистрСведений.ПросмотренныеДанныеИнформационногоЦентра;РегистрСведений;Переглянуті дані інформаційного центру;РегистрСведений_ПросмотренныеДанныеИнформационногоЦентра.md
РегистрСведений.ПросмотрСобытий;РегистрСведений;Перегляд подій;РегистрСведений_ПросмотрСобытий.md
РегистрСведений.ПротоколыПроверкиДанных;РегистрСведений;Протоколи перевірки даних;РегистрСведений_ПротоколыПроверкиДанных.md
РегистрСведений.ПрофилиМобильныхПользователей;РегистрСведений;Профілі мобільних користувачів;РегистрСведений_ПрофилиМобильныхПользователей.md
РегистрСведений.ПроцентыВознагражденияПоДоговорам;РегистрСведений;Відсотки винагороди за договорами;РегистрСведений_ПроцентыВознагражденияПоДоговорам.md
РегистрСведений.ПсевдонимыПредопределенныхУзлов;РегистрСведений;Псевдоніми напередвизначених вузлів;РегистрСведений_ПсевдонимыПредопределенныхУзлов.md
РегистрСведений.ПубличныеИдентификаторыСинхронизируемыхОбъектов;РегистрСведений;Публічні ідентифікатори об`єктів, що синхронізуються;РегистрСведений_ПубличныеИдентификаторыСинхронизируемыхОбъектов.md
РегистрСведений.РабочиеКаталогиФайлов;РегистрСведений;Робочі каталоги файлів;РегистрСведений_РабочиеКаталогиФайлов.md
РегистрСведений.РазмерОбъектовМетаданныхПриложений;РегистрСведений;Розмір об`єктів метаданих додатків;РегистрСведений_РазмерОбъектовМетаданныхПриложений.md
РегистрСведений.РазмерПриложений;РегистрСведений;Розмір додатків;РегистрСведений_РазмерПриложений.md
РегистрСведений.РазрешенияНаИспользованиеВнешнихРесурсов;РегистрСведений;Дозвіл на використання зовнішніх ресурсів;РегистрСведений_РазрешенияНаИспользованиеВнешнихРесурсов.md
РегистрСведений.РазрешенияНаИспользованиеВнешнихРесурсовВМоделиСервиса;РегистрСведений;Дозвіл на використання зовнішніх ресурсів у моделі сервісу;РегистрСведений_РазрешенияНаИспользованиеВнешнихРесурсовВМоделиСервиса.md
РегистрСведений.РазрешенияНаИспользованиеВнешнихРесурсовОбластейДанных;РегистрСведений;Дозвіл на використання зовнішніх ресурсів областей даних;РегистрСведений_РазрешенияНаИспользованиеВнешнихРесурсовОбластейДанных.md
РегистрСведений.РасписаниеЗагрузкиРесурсов;РегистрСведений;Розклад завантаження ресурсів;РегистрСведений_РасписаниеЗагрузкиРесурсов.md
РегистрСведений.РасходыНаИсточникиПривлечения;РегистрСведений;Витрати;РегистрСведений_РасходыНаИсточникиПривлечения.md
РегистрСведений.РасшифровкиРегламентированныхОтчетовЗвит1С;РегистрСведений;Розшифровки регламентованих звітів "FREDO Звіт";РегистрСведений_РасшифровкиРегламентированныхОтчетовЗвит1С.md
РегистрСведений.РежимыПодключенияВнешнихМодулей;РегистрСведений;Режими підключення зовнішніх модулів;РегистрСведений_РежимыПодключенияВнешнихМодулей.md
РегистрСведений.РежимыПодключенияВнешнихМодулейВМоделиСервиса;РегистрСведений;Режими підключення зовнішніх модулів у моделі сервісу;РегистрСведений_РежимыПодключенияВнешнихМодулейВМоделиСервиса.md
РегистрСведений.РежимыПодключенияВнешнихМодулейОбластейДанных;РегистрСведений;Режими підключення зовнішніх модулів областей даних;РегистрСведений_РежимыПодключенияВнешнихМодулейОбластейДанных.md
РегистрСведений.РезультатыОбменаДанными;РегистрСведений;Результати обміну даними;РегистрСведений_РезультатыОбменаДанными.md
РегистрСведений.РейтингАктивностиОбластейДанных;РегистрСведений;Рейтинг активності областей даних;РегистрСведений_РейтингАктивностиОбластейДанных.md
РегистрСведений.РМК_номенклатура;РегистрСведений;Мобільна каса;РегистрСведений_РМК_номенклатура.md
РегистрСведений.РучныеИзмененияГрафиковРаботы;РегистрСведений;Ручні зміни графіків роботи;РегистрСведений_РучныеИзмененияГрафиковРаботы.md
РегистрСведений.СведенияОПользователях;РегистрСведений;Відомості про користувачів;РегистрСведений_СведенияОПользователях.md
РегистрСведений.СведенияОПользователяхСервиса;РегистрСведений;Відомості про користувачів сервісу;РегистрСведений_СведенияОПользователяхСервиса.md
РегистрСведений.СведенияОФайлах;РегистрСведений;Відомості про файли;РегистрСведений_СведенияОФайлах.md
РегистрСведений.СводныеПриложенияОчередьЗагрузки;РегистрСведений;Зведені додатки черга завантаження;РегистрСведений_СводныеПриложенияОчередьЗагрузки.md
РегистрСведений.СводныеПриложенияПорядокВыгрузкиОбъектов;РегистрСведений;Порядок вивантаження об`єктів;РегистрСведений_СводныеПриложенияПорядокВыгрузкиОбъектов.md
РегистрСведений.СводныеПриложенияСостояниеВыгрузки;РегистрСведений;Зведені додатки стан вивантаження;РегистрСведений_СводныеПриложенияСостояниеВыгрузки.md
РегистрСведений.СводныеПриложенияСостояниеЗагрузки;РегистрСведений;Зведені додатки стан завантаження;РегистрСведений_СводныеПриложенияСостояниеЗагрузки.md
РегистрСведений.СвойстваЗаданий;РегистрСведений;Властивості завдань;РегистрСведений_СвойстваЗаданий.md
РегистрСведений.СвязиВидовЦенСлужебный;РегистрСведений;(Ціноутворення) Використання у формулах динамічних стовпчиків прайс-листів;РегистрСведений_СвязиВидовЦенСлужебный.md
РегистрСведений.СвязиГоловнойКонтрагентПодразделение;РегистрСведений;Зв`язки головний контрагент підрозділ;РегистрСведений_СвязиГоловнойКонтрагентПодразделение.md
РегистрСведений.СвязиКонтрагентКонтакт;РегистрСведений;Зв`язки контрагент контакт;РегистрСведений_СвязиКонтрагентКонтакт.md
РегистрСведений.СвязиКонтрагентЛид;РегистрСведений;Зв`язки контрагент лід;РегистрСведений_СвязиКонтрагентЛид.md
РегистрСведений.СвязьАбонентСервисаОрганизация;РегистрСведений;Зв`язок абонент сервісу організація;РегистрСведений_СвязьАбонентСервисаОрганизация.md
РегистрСведений.СеансовыеДанныеGoogle;РегистрСведений;Сеансові дані Google;РегистрСведений_СеансовыеДанныеGoogle.md
РегистрСведений.СерииНоменклатурыГарантии;РегистрСведений;Серії номенклатури - рухи;РегистрСведений_СерииНоменклатурыГарантии.md
РегистрСведений.СертификатыШифрования;РегистрСведений;Сертифікати шифрування;РегистрСведений_СертификатыШифрования.md
РегистрСведений.СессииОбменаСообщениямиСистемы;РегистрСведений;Сесії системи обміну повідомленнями;РегистрСведений_СессииОбменаСообщениямиСистемы.md
РегистрСведений.СистемыНалогообложенияКонтрагентов;РегистрСведений;Системи оподаткування контрагентів;РегистрСведений_СистемыНалогообложенияКонтрагентов.md
РегистрСведений.СистемыНалогообложенияОрганизаций;РегистрСведений;Системи оподаткування організацій;РегистрСведений_СистемыНалогообложенияОрганизаций.md
РегистрСведений.СклоненияПредставленийОбъектов;РегистрСведений;Відмінювання представлень об`єктів;РегистрСведений_СклоненияПредставленийОбъектов.md
РегистрСведений.СкрытыеРегламентированныеОтчеты;РегистрСведений;Приховані регламентовані звіти;РегистрСведений_СкрытыеРегламентированныеОтчеты.md
РегистрСведений.СлужебныйАвтоматическиеСкидки;РегистрСведений;Службовий автоматичні знижки;РегистрСведений_СлужебныйАвтоматическиеСкидки.md
РегистрСведений.СообщенияОбменаДанными;РегистрСведений;Повідомлення обміну даними;РегистрСведений_СообщенияОбменаДанными.md
РегистрСведений.СообщенияОбменаДаннымиОбластейДанных;РегистрСведений;Повідомлення обміну даними областей даних;РегистрСведений_СообщенияОбменаДаннымиОбластейДанных.md
РегистрСведений.СоответствиеНаименованияКолонокПолямЗагрузки;РегистрСведений;Відповідність найменування колонок полям завантаження;РегистрСведений_СоответствиеНаименованияКолонокПолямЗагрузки.md
РегистрСведений.СоответствиеПолейЛидаИКонтрагента;РегистрСведений;Відповідність полів ліда і контрагента;РегистрСведений_СоответствиеПолейЛидаИКонтрагента.md
РегистрСведений.СоответствияОбъектовИнтернетМагазина;РегистрСведений;Відповідності об`єктів інтернет магазину;РегистрСведений_СоответствияОбъектовИнтернетМагазина.md
РегистрСведений.СоответствияОбъектовИнформационныхБаз;РегистрСведений;Відповідності об`єктів інформаційних баз;РегистрСведений_СоответствияОбъектовИнформационныхБаз.md
РегистрСведений.СоответствияОбъектовСайта;РегистрСведений;Відповідності об`єктів сайту;РегистрСведений_СоответствияОбъектовСайта.md
РегистрСведений.СопутствующиеТовары;РегистрСведений;Супутні товари;РегистрСведений_СопутствующиеТовары.md
РегистрСведений.СортировкаФайловДляСайта;РегистрСведений;Сортування файлів для сайту;РегистрСведений_СортировкаФайловДляСайта.md
РегистрСведений.СоставНаборов;РегистрСведений;Склад наборів;РегистрСведений_СоставНаборов.md
РегистрСведений.СоставСегментаКонтрагентов;РегистрСведений;Склад сегменту контрагентів;РегистрСведений_СоставСегментаКонтрагентов.md
РегистрСведений.СоставСегментаНоменклатуры;РегистрСведений;Склад сегменту номенклатури;РегистрСведений_СоставСегментаНоменклатуры.md
РегистрСведений.СоставыГруппПользователей;РегистрСведений;Склади груп користувачів;РегистрСведений_СоставыГруппПользователей.md
РегистрСведений.СостояниеБонусовСервисЛояльности;РегистрСведений;Стан бонусів;РегистрСведений_СостояниеБонусовСервисЛояльности.md
РегистрСведений.СостояниеПодарочныхСертификатовСервисЛояльности;РегистрСведений;Стан подарункових сертифікатів;РегистрСведений_СостояниеПодарочныхСертификатовСервисЛояльности.md
РегистрСведений.СостоянияВнеоборотныхАктивов;РегистрСведений;Стан майна;РегистрСведений_СостоянияВнеоборотныхАктивов.md
РегистрСведений.СостоянияИнтеграцииОбъектов;РегистрСведений;Стани інтеграції об`єктів;РегистрСведений_СостоянияИнтеграцииОбъектов.md
РегистрСведений.СостоянияОбменовДанными;РегистрСведений;Стан обмінів даними;РегистрСведений_СостоянияОбменовДанными.md
РегистрСведений.СостоянияОбменовДаннымиОбластейДанных;РегистрСведений;Стан обмінів даними областей даних;РегистрСведений_СостоянияОбменовДаннымиОбластейДанных.md
РегистрСведений.СостоянияОбменовИнтернетМагазина;РегистрСведений;Стани обмінів інтернет магазину;РегистрСведений_СостоянияОбменовИнтернетМагазина.md
РегистрСведений.СостоянияОбменовССайтами;РегистрСведений;Стан обмінів з сайтами;РегистрСведений_СостоянияОбменовССайтами.md
РегистрСведений.СостоянияОригиналовПервичныхДокументов;РегистрСведений;Стани оригіналів первинних документів;РегистрСведений_СостоянияОригиналовПервичныхДокументов.md
РегистрСведений.СостоянияРассылокОтчетов;РегистрСведений;Стан розсилань звітів;РегистрСведений_СостоянияРассылокОтчетов.md
РегистрСведений.СостоянияУспешныхОбменовДанными;РегистрСведений;Стан успішних обмінів даними;РегистрСведений_СостоянияУспешныхОбменовДанными.md
РегистрСведений.СостоянияУспешныхОбменовДаннымиОбластейДанных;РегистрСведений;Стан успішних обмінів даними областей даних;РегистрСведений_СостоянияУспешныхОбменовДаннымиОбластейДанных.md
РегистрСведений.СостоянияУспешныхОбменовИнтернетМагазина;РегистрСведений;Стани успішних обмінів інтернет магазину;РегистрСведений_СостоянияУспешныхОбменовИнтернетМагазина.md
РегистрСведений.СостоянияУспешныхОбменовССайтами;РегистрСведений;Стан успішних обмінів з сайтами;РегистрСведений_СостоянияУспешныхОбменовССайтами.md
РегистрСведений.Сотрудники;РегистрСведений;Відомості про співробітників;РегистрСведений_Сотрудники.md
РегистрСведений.СотрудникиПользователя;РегистрСведений;Співробітники користувача;РегистрСведений_СотрудникиПользователя.md
РегистрСведений.СпамСобытий;РегистрСведений;Спам подій;РегистрСведений_СпамСобытий.md
РегистрСведений.СпецификацииПоУмолчанию;РегистрСведений;Специфікації за замовчуванням;РегистрСведений_СпецификацииПоУмолчанию.md
РегистрСведений.СтавкиНДСПоДоговорам;РегистрСведений;Ставки ПДВ за договорами;РегистрСведений_СтавкиНДСПоДоговорам.md
РегистрСведений.СтатистикаКонфигурации;РегистрСведений;Статистика конфігурації;РегистрСведений_СтатистикаКонфигурации.md
РегистрСведений.СтатусыДокументов;РегистрСведений;Статуси документів;РегистрСведений_СтатусыДокументов.md
РегистрСведений.СтатусыСинхронизацииФайловСОблачнымСервисом;РегистрСведений;Статуси синхронізації файлів з хмарним сервісом;РегистрСведений_СтатусыСинхронизацииФайловСОблачнымСервисом.md
РегистрСведений.СтруктураКаталогаИнтернетМагазина;РегистрСведений;Структура каталогу інтернет магазину;РегистрСведений_СтруктураКаталогаИнтернетМагазина.md
